date_digital_t,date_t,spatial_coverage_t,collection_number_and_name_t,type_t,created_tdt,description_t,subject_t,ark_t,title_t,setname_s,creator_t,access_rights_t,file_name_t,genre_t,language_t,contributor_t,id,topic_t,rights_t,format_t,relation_t,modified_tdt
2015-12-28,1982-04-24,"Huntington, Emery County, Utah, United States, http://sws.geonames.org/5540810","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with James Gardner and family covers the subjects of mining and family life in Huntington, the Gardner barbershop, the Price barbershop, the Huntington Glee Club, home brewing, and the Huntington co-op mine. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Gardner, James--Interviews; Coal mines and mining--Utah; Barbers; Carbon County (Utah)",ark:/87278/s6n60prm,"James Gardner, Price, Utah, Carbon County oral history project, No. 3, April 24, 1982",uum_ccoh,"Gardner, James","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_18.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",785063,Utah--Carbon County; Coal mines and mining,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1972-03-25,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Gabriel Bruno covers the subjects of his childhood in Italy, schools in Italy, moving to the United States, working in the Castle Gate mine, and his retirement. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Bruno, Gabriel, 1917-2001--Interviews; Italian Americans--Social life and customs; Coal mines and mining--Utah; World War, 1939-1945--Personal narratives, American; Veterans--Utah--Biography",ark:/87278/s69w2hww,"Gabriel Bruno, Spring Glen, Utah, Carbon County oral history project, No. CC-37, March 25 1972",uum_ccoh,"Bruno, Gabriel, 1917-2001","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_05.pdf,oral histories (literary works),eng,"Bruno, Melanie; University of Utah. American West Center",784184,Italian Americans--Social life and customs; Coal mines and mining; Veterans; World War (1939-1945),http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1993-11-12,"Hiawatha, Carbon County, Utah, United States, http://sws.geonames.org/5540396 ; Price, Utah, Carbon County, United States, http://sws.geonames.org/5545269","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Kendall and Ona Barnett covers the subjects of moving to Utah from Iowa, working in the mine at Hiawatha, experiences with unions, mine accidents, daily life, and retirement, The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Coal miners--Utah--Interviews; Coal mines and mining--Utah; Barnett, Kendall 1907-1995--Interviews; Barnett, Ona, 1913-1995--Interviews",ark:/87278/s6kd4170,"Kendell and Ona Barnett, Hiawatha, Utah, Carbon County oral history project, No. 8, November 12, 1993",uum_ccoh,"Barnett, Kendall 1907-1995; Barnett, Ona, 1913-1995","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_03.pdf,oral histories (literary works),eng,"Miller, Carole; Miller, Eldon; University of Utah. American West Center",785621,Coal mines and mining,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1972-03-21,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Mary Lupo covers the subjects of her family immigrating to the United States, Italian customs, cooking and bread making, and social activities. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Lupo, Mary--Interviews; Italian Americans--Social life and customs; Carbon County (Utah); United States--Emigration and immigration",ark:/87278/s6qz4dbn,"Mary Lupo, East Carbon City, Utah, Carbon County oral history project, No. CC-44, March 21, 1972",uum_ccoh,"Lupo, Mary","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_002_05.pdf,oral histories (literary works),eng,Falsone; Winder; Procarione; University of Utah. American West Center,785003,Italian Americans--Social life and customs; Utah--Carbon County,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1972-03-28,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with George Poulas covers the subjects of coming to the United States from Greece, going to college, Carbon County, Greek customs, and his Uncle. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Poulas, George--Interviews; Carbon County (Utah); Coal mines and mining--Utah; Greek Americans--Social life and customs",ark:/87278/s6tq83xk,"George Poulas, Carbon County, Utah, Carbon County oral history project, No. 48, March 28, 1972",uum_ccoh,"Poulas, George","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_002_12.pdf,oral histories (literary works),eng,"Dickerson, Nancy; Kontgas, Diane; University of Utah. American West Center",784936,Greek Americans--Social life and customs; Utah--Carbon County; Coal mines and mining,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1993-09-28,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Rudy and Harriet Topolvec covers the subjects of the family dairy, going to henager college, jobs after college, the Ku Klux Klan, family background information, experiences growing up, and life on the farm. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Topolovec, Rudy,1918-1999--Interviews; Topolovec, Harriet, 1922-2004--Interviews; Carbon County (Utah); Coal mines and mining--Utah",ark:/87278/s6p00b19,"Rudy and Harriet Topolvec, Carbon County Utah, Carbon County oral history project, No. 6, September 28, 1993",uum_ccoh,"Topolovec, Rudy,1918-1999; Topolovec, Harriet, 1922-2004","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_003_02.pdf,oral histories (literary works),eng,"Miller, Eldon; University of Utah. American West Center",785177,Utah--Carbon County; Coal mines and mining,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1982-05-07,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Ann and John Spensko covers the subjects of background information, the 1924 Castle Gate mine explosion, the 1922 strike, softball, mining baseball league, formation of the United Mine Workers, the mining and municipal reaction to the union, relief protests, and the closure of the Spring Canyon Mine. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Spensko, Ann--Interviews; Spensko, John--Interviews; Coal mines and mining--Utah; Coal mine accidents--Utah; United Mine Workers of America; Miners--Labor unions; Carbon County (Utah)",ark:/87278/s6fj4k69,"Ann and John Spensko, Helper, Utah, Carbon County oral history project, No. 8, May 7, 1982",uum_ccoh,"Spensko, Ann; Spensko, John","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_002_15.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",784720,Miners--Labor Unions; Utah--Carbon County; Coal mines and mining; Coal mine accidents; United Mine Workers of America,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1983-04-14,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Leonard Shield covers the subjects of his background, railroad transportation experiences, growing up in Hiawatha, the Castle Gate mine explosion, the 1928 Kennilworth explosion and rescue operations, experiences at Mohrland, coal mining experiences, Union activities, his father's experiences as Utah State Mine Inspector, and mining at the Peacock and Milburn mine. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Shield, Leonard--Interviews; Carbon County (Utah); Coal mines and mining--Utah; Coal mine accidents--Utah",ark:/87278/s6k66mh9,"Leonard Shield, Price, Utah, Carbon County oral history project, Nos. 22 and 23, April 14, 1983",uum_ccoh,"Shield, Leonard","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_002_14.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",783629,Utah--Carbon County; Coal mines and mining; Coal mine accidents,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993,"Hiawatha, Carbon County, Utah, United States, http://sws.geonames.org/5540396 ; Castle Gate (Historical), Carbon County, Utah, United States, http://sws.geonames.org/5536515","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Tally Evans covers the subjects of how his family came to america, school, celebrations, trading at the Wasatch store, law and order at the camp, mining disasters, working in Hiawatha, Castle Dale, and Sunnyside, mine accidents, labor unions, and a flood. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Evans, Taliesin Whimpey, 1897-1991--Interviews; Coal mines and mining--Utah; Coal mine accidents--Utah; Mine explosions; Ghost towns--Utah; Miners--Labor unions; United States--Emigration and immigration; Carbon County (Utah)",ark:/87278/s61g2pn6,"Tally Evans, Carbon County, Utah, Carbon County oral history project, No. 46",uum_ccoh,"Evans, Taliesin Whimpey, 1897-1991","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_15.pdf,oral histories (literary works),eng,"Winn, Mathis; Winn, Richard; University of Utah. American West Center",785654,Miners--Labor unions; Coal mines and mining; Coal mine accidents; Mine explosions; Ghost towns; Utah--Carbon County,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1982-07-20,"Hiawatha, Carbon County, Utah, United States, http://sws.geonames.org/5540396","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Wilhemina Holdaway covers the subjects of her father's background, problems her father experienced during World War I, the strike of 1922, experiences with the company store, her mother, the influenza epidemic, the Hiawatha cemetery, and other jobs her father had. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Holdaway, Wilhelmina, 1910-1991--Interviews; Coal mines and mining--Utah; Carbon County (Utah); German Americans; Strikes and lockouts--Miners--Utah; Ghost towns--Utah; Company stores; Influenza Epidemic, 1918-1919",ark:/87278/s6807515,"Wilhemina Holdaway, Price, Utah, Carbon County oral history project, No. 1, July 20, 1982",uum_ccoh,"Holdaway, Wilhelmina, 1910-1991","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_002_01.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",784045,German Americans; Strikes and lockouts--Miners; Utah--Carbon County; Coal mines and mining; Ghost towns; Company stores; Influenza Epidemic (1918-1919),http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1982-05-04,"Helper, Carbon County, Utah, United States, http://sws.geonames.org/5540351","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Ralph and Louis Fossat covers the subjects of the family bakery business in Helper, marriage, mining accidents, working as a mechanic, mine closures, problems with the company store, and work during the depression. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Fossat, Ralph, 1918-2003--Interviews; Fossat, Lois, 1924-2010--Interviews; Coal mines and mining--Utah; Company stores; Coal mine accidents--Utah; Carbon County (Utah)",ark:/87278/s6wq2659,"Ralph and Lois Fossat, Price, Utah, Carbon County oral history project, No. 11, May 4, 1982",uum_ccoh,"Fossat, Ralph, 1918-2003; Fossat, Lois, 1924-2010","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_16.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",783549,Utah--Carbon County; Coal mines and mining; Coal mine accidents; Company stores,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1982-06-29,"Carbon County, Utah, United States, http://sws.geonames.org/5536454 ; Helper, Carbon County, Utah, United States, http://sws.geonames.org/5540351","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Joe Meyers and Walt Borla covers the subjects of the Helper Police, miner baseball league, local baseball teams, mining strikes affects on baseball, and FBI investigation of the National Miners' Union. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Meyers, Joe 1908-1991--Interviews; Borla, Walt--Interviews; Baseball--Utah--History; Coal mines and mining--Utah; National Miners' Union (U.S.); United Mine Workers of America; Anti-communist movements--United States--History; Labor unions",ark:/87278/s6fn38jq,"Joe Meyers and Walt Borla, Helper, Utah, Carbon County oral history project, No. 2, June 29, 1982",uum_ccoh,"Meyers, Joe 1908-1991; Borla, Walt","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_04.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",784572,Coal mines and mining; National Miners' Union (U.S.); United Mine Workers of America; Baseball; Anti-communist movements; Labor unions,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1973-02-17,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Tony Frugni covers the subjects of his background in Italy, coming to the United States, prejudice, mining experiences, mining unions and strikes, mine explosions, mining camps, the prohibition, minorities in Carbon County, and traditional customs. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Frugni, Tony, 1898-1977--Interviews; United States--Emigration and immigration; Coal mines and mining--Utah; Coal mine accidents--Utah; Mine explosions; Miners--Labor unions; Italian Americans; Carbon County (Utah)",ark:/87278/s6rz1fd4,"Tony Frugni, Carbon County, Utah, Carbon County oral history project, Nos. 22 to 24, February 17, 1973",uum_ccoh,"Frugni, Tony, 1898-1977","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_17.pdf,oral histories (literary works),eng,"Tomsic, K.; Kobe, M.; University of Utah. American West Center",785157,Italian Americans; Miners--Labor unions; Coal mines and mining; Coal mine accidents; Mine explosions; Utah--Carbon County,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1989-01-08,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Kosuye Okura covers the subjects of immigrating to the United States, making sake, her family background in Hiroshima, her arranged marriage, the Bee Cafe, living in Los Angeles, and returning to Japan. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Okura, Kosuye, 1900-1997--Interviews; Japanese Americans--Social life and customs; Carbon County (Utah); United States--Emigration and immigration",ark:/87278/s6bs0vj2,"Kosuke Okura, Carbonville, Utah, Carbon County oral history project, No.25, January 8, 1989",uum_ccoh,"Okura, Kosuye, 1900-1997","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_002_08.pdf,oral histories (literary works),eng,"Taniguchi, Nancy; University of Utah. American West Center",784641,Japanese Americans--Social life and customs; Utah--Carbon County,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1972-02-08,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Val Turri covers the topics of coming to the United States from Austria, mining strikes, mining accidents, the union, company stores, prohibition, immigration problems, lodges, and the decline of Carbon County. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Turri, Valentino, 1897-1994--Interviews; Carbon County (Utah); Coal mines and mining--Utah; United States--Emigration and immigration; Miners--Labor unions; Coal mine accidents--Utah",ark:/87278/s6dj7j2x,"Val Turri, Helper, Utah, Carbon County oral history project, No. CC-7, February 8, 1972",uum_ccoh,"Turri, Valentino, 1897-1994","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_003_04.pdf,oral histories (literary works),eng,Johnson; Arriola; University of Utah. American West Center,783662,Miners--Labor Unions; Utah--Carbon County; Coal mines and mining; Coal mine accidents,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
2015-12-28,1905-05-25,"Carbon County, Utah, United States, http://sws.geonames.org/5536454","Accn1479, Carbon County oral history project, 1972-1993",Text,2016-04-04T00:00:00Z,"The interview with Elias Degn covers the topic of moving to the mining camp, background in Denmark, mine disasters, the Castle Gate explosion, and mining accidents. The Carbon County oral history project (1972-1993) consists of oral histories from residents of Carbon County, Utah. While the main emphasis is on living in coal mine country, the interviews are verbal snapshots of rural Utah life from the earliest settlers to as recently as 1993.","Degn, Elias, 1908-1978--Interviews; Coal mines and mining--Utah; United States--Emigration and immigration; Mine accidents",ark:/87278/s6jd7042,"Elias Degn, Price, Utah, Carbon County oral history project, No. CC-30, 1972",uum_ccoh,"Degn, Elias, 1908-1978","I acknowledge and agree that all information I obtain as a result of accessing any oral history provided by the University of Utah’s Marriott Library shall be used only for historical or scholarly or academic research purposes, and not for commercial purposes. I understand that any other use of the materials is not authorized by the University of Utah and may exceed the scope of permission granted to the University of Utah by the interviewer or interviewee. I may request permission for other uses, in writing to Special Collections at the Marriott Library, which the University of Utah may choose grant, in its sole discretion. I agree to defend, indemnify and hold the University of Utah and its Marriott Library harmless for and against any actions or claims that relate to my improper use of materials provided by the University of Utah.",1479_001_11.pdf,oral histories (literary works),eng,"Lloyd, Janet; University of Utah. American West Center",784944,Coal mines and mining; Mine accidents,http://rightsstatements.org/vocab/CNE/1.0/,application/pdf,http://archiveswest.orbiscascade.org/ark:/80444/xv38397,2016-04-04T00:00:00Z
